ID,Pos_0,Pos_1,Pos_2,SequenceID,TimeIndex,TransportID
58598,0,0,90.79573822021,0,8867,184330
58599,0,0,93.57502746582,0,8967,184330
58600,0,0,96.33182525635,0,9067,184330
58601,0,0,99.06259918213,0,9167,184330
58602,0,0,100.8669128418,0,9233,184330
58603,0,0,102.65701293945,0,9300,184330
58604,0,0,104.43186950684,0,9367,184330
58605,0,0,106.19040679932,0,9433,184330
58606,0,0,107.93161773682,0,9500,184330
58607,0,0,109.65441131592,0,9567,184330
58608,0,0,111.35774993897,0,9633,184330
58609,0,0,113.04057312012,0,9700,184330
58610,0,0,114.70184326172,0,9767,184330
58611,0,0,116.34049224854,0,9833,184330
58612,0,0,117.9554977417,0,9900,184330
58613,0,0,119.5457611084,0,9967,184330
58614,0,0,121.11026763916,0,10033,184330
58615,0,0,121.8825302124,0,10067,184330
58616,0,0,122.64795684815,0,10100,184330
58617,0,0,123.40643310547,0,10133,184330
58618,0,0,124.1577835083,0,10167,184330
58619,0,0,124.90190887451,0,10200,184330
58620,0,0,125.638671875,0,10233,184330
58621,0,0,126.36795043945,0,10267,184330
58622,0,0,127.08957672119,0,10300,184330
58623,0,0,127.80348205566,0,10333,184330
58624,0,0,128.5094909668,0,10367,184330
58625,0,0,129.20747375488,0,10400,184330
58626,0,0,129.89729309082,0,10433,184330
58627,0,0,130.57885742188,0,10467,184330
58628,0,0,131.25199890137,0,10500,184330
58629,0,0,131.9165802002,0,10533,184330
58630,0,0,132.57249450684,0,10567,184330
58631,0,0,133.21960449219,0,10600,184330
58632,0,0,133.85777282715,0,10633,184330
58633,0,0,134.48687744141,0,10667,184330
58634,0,0,135.10676574707,0,10700,184330
58635,0,0,135.71733093262,0,10733,184330
58636,0,0,136.31842041016,0,10767,184330
58637,0,0,136.90991210938,0,10800,184330
58638,0,0,137.49168395996,0,10833,184330
58639,0,0,138.06359863281,0,10867,184330
58640,0,0,138.62551879883,0,10900,184330
58641,0,0,139.1773223877,0,10933,184330
58642,0,0,139.71884155273,0,10967,184330
58643,0,0,140.25,0,11000,184330
58644,0,0,140.77062988281,0,11033,184330
58645,0,0,141.28062438965,0,11067,184330
58646,0,0,141.77983093262,0,11100,184330
58647,0,0,142.26812744141,0,11133,184330
58648,0,0,142.74537658691,0,11167,184330
58649,0,0,143.21145629883,0,11200,184330
58650,0,0,143.66621398926,0,11233,184330
58651,0,0,144.10957336426,0,11267,184330
58652,0,0,144.54133605957,0,11300,184330
58653,0,0,144.96139526367,0,11333,184330
58654,0,0,145.36962890625,0,11367,184330
58655,0,0,145.7658996582,0,11400,184330
58656,0,0,146.15008544922,0,11433,184330
58657,0,0,146.52201843262,0,11467,184330
58658,0,0,146.88160705566,0,11500,184330
58659,0,0,147.22871398926,0,11533,184330
58660,0,0,147.5632019043,0,11567,184330
58661,0,0,147.88493347168,0,11600,184330
58662,0,0,148.19377136231,0,11633,184330
58663,0,0,148.48960876465,0,11667,184330
58664,0,0,148.77227783203,0,11700,184330
58665,0,0,149.04170227051,0,11733,184330
58666,0,0,149.29768371582,0,11767,184330
58667,0,0,149.54014587402,0,11800,184330
58668,0,0,149.76892089844,0,11833,184330
58669,0,0,149.98388671875,0,11867,184330
58670,0,0,150.18495178223,0,11900,184330
58671,0,0,150.37191772461,0,11933,184330
58672,0,0,150.54469299316,0,11967,184330
58673,0,0,150.70315551758,0,12000,184330
58674,0,0,150.84713745117,0,12033,184330
58675,0,0,150.97651672363,0,12067,184330
58676,0,0,151.09118652344,0,12100,184330
58677,0,0,151.19100952148,0,12133,184330
58678,0,0,151.27583312988,0,12167,184330
58679,0,0,151.34553527832,0,12200,184330
58680,0,0,151.39999389648,0,12233,184330
58681,0,0,151.43908691406,0,12267,184330
58682,0,0,151.46264648438,0,12300,184330
58683,0,0,151.4705657959,0,12333,184330
58684,0,0,151.47843933106,0,18000,184330
58685,0,0,151.46815490723,0,18033,184330
58686,0,0,151.43746948242,0,18067,184330
58687,0,0,151.38656616211,0,18100,184330
58688,0,0,151.31564331055,0,18133,184330
58689,0,0,151.22489929199,0,18167,184330
58690,0,0,151.1145324707,0,18200,184330
58691,0,0,150.98472595215,0,18233,184330
58692,0,0,150.83569335938,0,18267,184330
58693,0,0,150.66760253906,0,18300,184330
58694,0,0,150.48069763184,0,18333,184330
58695,0,0,150.2751159668,0,18367,184330
58696,0,0,150.05110168457,0,18400,184330
58697,0,0,149.80883789063,0,18433,184330
58698,0,0,149.54850769043,0,18467,184330
58699,0,0,149.27030944824,0,18500,184330
58700,0,0,148.97445678711,0,18533,184330
58701,0,0,148.6611328125,0,18567,184330
58702,0,0,148.33055114746,0,18600,184330
58703,0,0,147.98286437988,0,18633,184330
58704,0,0,147.61834716797,0,18667,184330
58705,0,0,147.23710632324,0,18700,184330
58706,0,0,146.83938598633,0,18733,184330
58707,0,0,146.4253692627,0,18767,184330
58708,0,0,145.99528503418,0,18800,184330
58709,0,0,145.54927062988,0,18833,184330
58710,0,0,145.08758544922,0,18867,184330
58711,0,0,144.61036682129,0,18900,184330
58712,0,0,144.11787414551,0,18933,184330
58713,0,0,143.61022949219,0,18967,184330
58714,0,0,143.08769226074,0,19000,184330
58715,0,0,142.55043029785,0,19033,184330
58716,0,0,141.99864196777,0,19067,184330
58717,0,0,141.43252563477,0,19100,184330
58718,0,0,140.8522644043,0,19133,184330
58719,0,0,140.2580871582,0,19167,184330
58720,0,0,139.65016174316,0,19200,184330
58721,0,0,139.02870178223,0,19233,184330
58722,0,0,138.39389038086,0,19267,184330
58723,0,0,137.74594116211,0,19300,184330
58724,0,0,137.08503723145,0,19333,184330
58725,0,0,136.41134643555,0,19367,184330
58726,0,0,135.72512817383,0,19400,184330
58727,0,0,135.02653503418,0,19433,184330
58728,0,0,134.31576538086,0,19467,184330
58729,0,0,133.59303283691,0,19500,184330
58730,0,0,132.85852050781,0,19533,184330
58731,0,0,132.11242675781,0,19567,184330
58732,0,0,131.35494995117,0,19600,184330
58733,0,0,130.58628845215,0,19633,184330
58734,0,0,129.806640625,0,19667,184330
58735,0,0,129.0161895752,0,19700,184330
58736,0,0,128.21514892578,0,19733,184330
58737,0,0,127.40370178223,0,19767,184330
58738,0,0,126.58203125,0,19800,184330
58739,0,0,125.75038146973,0,19833,184330
58740,0,0,124.90891265869,0,19867,184330
58741,0,0,124.05780792236,0,19900,184330
58742,0,0,123.19730377197,0,19933,184330
58743,0,0,122.32755279541,0,19967,184330
58744,0,0,121.44877624512,0,20000,184330
58745,0,0,120.56118774414,0,20033,184330
58746,0,0,119.66494750977,0,20067,184330
58747,0,0,118.76026916504,0,20100,184330
58748,0,0,117.84735870361,0,20133,184330
58749,0,0,116.92639160156,0,20167,184330
58750,0,0,115.99756622315,0,20200,184330
58751,0,0,115.06108856201,0,20233,184330
58752,0,0,114.11717224121,0,20267,184330
58753,0,0,113.16599273682,0,20300,184330
58754,0,0,112.2077331543,0,20333,184330
58755,0,0,111.24259185791,0,20367,184330
58756,0,0,109.29251098633,0,20433,184330
58757,0,0,107.31730651856,0,20500,184330
58758,0,0,105.31855773926,0,20567,184330
58759,0,0,103.29782104492,0,20633,184330
58760,0,0,101.25666046143,0,20700,184330
58761,0,0,99.19667053223,0,20767,184330
58762,0,0,97.11940002441,0,20833,184330
58763,0,0,95.02642059326,0,20900,184330
58764,0,0,92.91931915283,0,20967,184330
58765,0,0,89.73558807373,0,21067,184330
58766,0,0,86.52889251709,0,21167,184330
58767,0,0,82.22672271729,0,21300,184330
58768,0,0,70.33630371094,0,21667,184330
58769,0,0,66.028175354,0,21800,184330
58770,0,0,62.81494140625,0,21900,184330
58771,0,0,59.62288284302,0,22000,184330
58772,0,0,56.45732116699,0,22100,184330
58773,0,0,54.36426544189,0,22167,184330
58774,0,0,52.28691482544,0,22233,184330
58775,0,0,50.22682571411,0,22300,184330
58776,0,0,48.18557739258,0,22367,184330
58777,0,0,46.16473770142,0,22433,184330
58778,0,0,44.1658706665,0,22500,184330
58779,0,0,42.19055175781,0,22567,184330
58780,0,0,40.24035263062,0,22633,184330
58781,0,0,39.27516174316,0,22667,184330
58782,0,0,38.31684112549,0,22700,184330
58783,0,0,37.36558151245,0,22733,184330
58784,0,0,36.42158889771,0,22767,184330
58785,0,0,35.48504638672,0,22800,184330
58786,0,0,34.55615997314,0,22833,184330
58787,0,0,33.63512039185,0,22867,184330
58788,0,0,32.72213363647,0,22900,184330
58789,0,0,31.8173866272,0,22933,184330
58790,0,0,30.92107582092,0,22967,184330
58791,0,0,30.03339958191,0,23000,184330
58792,0,0,29.15455436707,0,23033,184330
58793,0,0,28.28474235535,0,23067,184330
58794,0,0,27.42414665222,0,23100,184330
58795,0,0,26.57297706604,0,23133,184330
58796,0,0,25.73142242432,0,23167,184330
58797,0,0,24.89967727661,0,23200,184330
58798,0,0,24.07793998718,0,23233,184330
58799,0,0,23.26641273499,0,23267,184330
58800,0,0,22.46528816223,0,23300,184330
58801,0,0,21.67475891113,0,23333,184330
58802,0,0,20.89501953125,0,23367,184330
58803,0,0,20.12627792358,0,23400,184330
58804,0,0,19.3687210083,0,23433,184330
58805,0,0,18.62254524231,0,23467,184330
58806,0,0,17.88794898987,0,23500,184330
58807,0,0,17.16513061523,0,23533,184330
58808,0,0,16.45428657532,0,23567,184330
58809,0,0,15.75560665131,0,23600,184330
58810,0,0,15.06929397583,0,23633,184330
58811,0,0,14.39554214478,0,23667,184330
58812,0,0,13.73455238342,0,23700,184330
58813,0,0,13.08651161194,0,23733,184330
58814,0,0,12.4516210556,0,23767,184330
58815,0,0,11.83007526398,0,23800,184330
58816,0,0,11.22207736969,0,23833,184330
58817,0,0,10.62781238556,0,23867,184330
58818,0,0,10.04748916626,0,23900,184330
58819,0,0,9.48129558563,0,23933,184330
58820,0,0,8.92943191528,0,23967,184330
58821,0,0,8.39209365845,0,24000,184330
58822,0,0,7.86947393417,0,24033,184330
58823,0,0,7.36177492142,0,24067,184330
58824,0,0,6.86918401718,0,24100,184330
58825,0,0,6.39190912247,0,24133,184330
58826,0,0,5.93013715744,0,24167,184330
58827,0,0,5.48406887054,0,24200,184330
58828,0,0,5.0539021492,0,24233,184330
58829,0,0,4.63983392715,0,24267,184330
58830,0,0,4.2420539856,0,24300,184330
58831,0,0,3.86076307297,0,24333,184330
58832,0,0,3.49615502357,0,24367,184330
58833,0,0,3.14842295647,0,24400,184330
58834,0,0,2.81777906418,0,24433,184330
58835,0,0,2.50440788269,0,24467,184330
58836,0,0,2.20850300789,0,24500,184330
58837,0,0,1.93026804924,0,24533,184330
58838,0,0,1.66989600658,0,24567,184330
58839,0,0,1.42758095264,0,24600,184330
58840,0,0,1.20352494717,0,24633,184330
58841,0,0,0.99792200327,0,24667,184330
58842,0,0,0.81096601486,0,24700,184330
58843,0,0,0.64285999537,0,24733,184330
58844,0,0,0.49378800392,0,24767,184330
58845,0,0,0.36396199465,0,24800,184330
58846,0,0,0.25356599689,0,24833,184330
58847,0,0,0.16280399263,0,24867,184330
58848,0,0,0.09186899662,0,24900,184330
58849,0,0,0.04095600173,0,24933,184330
58850,0,0,0.01026500016,0,24967,184330
58851,0,0,0,0,25000,184330
74259,0,0,0,164,0,186219
74260,0,0,0,162,5000,186219
74261,0,0,1.20114505291,162,5900,186219
74262,0,0,4.69025278091,162,6667,186219
74263,7e-06,2e-06,245.16886901856,162,13100,186219
74264,7e-06,2e-06,251.2861328125,162,14067,186219
74265,7e-06,2e-06,253.19946289063,164,15000,186219
74266,7e-06,2e-06,253.19946289063,162,20000,186219
74267,7e-06,2e-06,251.25062561035,162,21000,186219
74268,7e-06,2e-06,245.97457885742,162,21800,186219
74269,0,0,8.59119987488,162,27933,186219
74270,0,0,1.96855998039,162,28967,186219
74271,0,0,0,162,30000,186219
92579,0,0,0,164,0,47297
92580,0,0,0,162,5000,47297
92581,-6e-06,0,-1.75478100777,162,6100,47297
92582,-1.5e-05,-1e-06,-5.17665576935,162,6933,47297
92583,-7e-06,1e-06,-66.78937530518,162,12867,47297
92584,-7e-06,1e-06,-69.8240814209,162,13833,47297
92585,-7e-06,1e-06,-71.22239685059,164,15000,47297
92586,-7e-06,1e-06,-71.22239685059,162,20000,47297
92587,0,0,-69.81128692627,162,21333,47297
92588,0,0,-66.7133102417,162,22233,47297
92589,0,0,-5.24748420715,162,28133,47297
92590,0,0,-1.58503603935,162,28800,47297
92591,0,0,0,162,30033,47297
92592,0,0,0,164,0,47296
92593,0,0,0,162,5000,47296
92594,0,0,1.20113801956,162,5900,47296
92595,0,0,4.69025278091,162,6667,47296
92596,7e-06,1e-06,37.67384719849,162,10567,47296
92597,7e-06,1e-06,63.44559860229,162,13100,47296
92598,7e-06,1e-06,69.56288909912,162,14067,47296
92599,7e-06,1e-06,71.47621154785,164,15000,47296
92600,7e-06,1e-06,71.47621154785,162,20000,47296
92601,7e-06,1e-06,69.52738189697,162,21000,47296
92602,7e-06,1e-06,64.25131988525,162,21800,47296
92603,7e-06,1e-06,34.23203659058,162,25267,47296
92604,0,0,8.59119319916,162,27933,47296
92605,0,0,1.96855294704,162,28967,47296
92606,0,0,0,162,30000,47296
92607,0,0,0,164,0,11898
92608,0,0,0,162,5000,11898
92609,-3e-06,1e-06,-1.75478804111,162,6100,11898
92610,-6e-06,3e-06,-5.17665576935,162,6867,11898
92611,-7e-06,2e-06,-124.86685180664,162,12867,11898
92612,-7e-06,2e-06,-127.90155792236,162,13833,11898
92613,-7e-06,2e-06,-129.29988098145,164,15000,11898
92614,-7e-06,2e-06,-129.29988098145,162,20000,11898
92615,-4e-06,0,-127.88876342773,162,21333,11898
92616,-4e-06,0,-124.79078674316,162,22233,11898
92617,0,0,-5.24749088287,162,28133,11898
92618,0,0,-1.58503603935,162,28800,11898
92619,-4e-06,0,-0.10860899836,162,29900,11898
92620,0,0,0,162,30000,11898
92621,0,0,0,164,0,11899
92622,0,0,0,162,5000,11899
92623,0,0,1.20113801956,162,5900,11899
92624,0,0,4.69025278091,162,6667,11899
92625,5e-06,0,121.52307128906,162,13100,11899
92626,5e-06,0,127.64035797119,162,14067,11899
92627,5e-06,0,129.55368041992,164,15000,11899
92628,5e-06,0,129.55368041992,162,20000,11899
92629,5e-06,0,127.60484313965,162,21000,11899
92630,5e-06,0,122.32878875732,162,21800,11899
92631,0,0,8.59119319916,162,27933,11899
92632,0,0,1.96855294704,162,28967,11899
92633,0,0,0,162,30000,11899
127203,0,0,0,0,0,183177
127204,0,0,0,0,5000,183177
127205,0.11054100096,0,0,0,5167,183177
127206,0.38684099913,0,0,0,5333,183177
127207,1.32606303692,0,0,0,5667,183177
127208,2.32002806664,0,0,0,6000,183177
127209,3.28568506241,0,0,0,6333,183177
127210,3.600233078,0,0,0,6500,183177
127211,3.71967196465,0,0,0,6667,183177
127212,3.71967196465,0,0,0,7000,183177
127213,3.71967196465,0,0.41108599305,0,7267,183177
127214,3.71967196465,0,1.62172198296,0,7533,183177
127215,3.71967196465,0,5.99663496017,0,8000,183177
127216,3.71967196465,0,15.97591686249,0,8667,183177
127217,3.71967196465,0,58.39974594116,0,10700,183177
127218,3.71967196465,0,101.79984283447,0,12667,183177
127219,3.71967196465,0,112.78365325928,0,13333,183177
127220,3.71967196465,0,117.04931640625,0,13667,183177
127221,3.71967196465,0,120.34561920166,0,14000,183177
127222,3.71967196465,0,122.30059051514,0,14333,183177
127223,3.71967196465,0,122.94338226318,0,14500,183177
127224,3.71967196465,0,123.22608947754,0,14667,183177
127225,3.71967196465,0,123.22608947754,0,15000,183177
127226,3.45666503906,-0.02232999913,123.22627258301,0,15167,183177
127227,2.85980892181,-0.07288300246,123.22657775879,0,15333,183177
127228,1.78299999237,-0.16466000676,123.22708892822,0,15500,183177
127229,0.37443000078,-0.28234401345,123.22779846191,0,15667,183177
127230,-7.20783090591,-0.90566599369,123.23323822022,0,16333,183177
127231,-9.07269954681,-1.05788302422,123.23468780518,0,16500,183177
127232,-11.34405517578,-1.23614895344,123.23728179932,0,16733,183177
127233,-13.48387336731,-1.3697040081,123.24034118652,0,17000,183177
127234,-15.51689338684,-1.48373198509,123.24417114258,0,17333,183177
127235,-16.22368049622,-1.52891397476,123.24607086182,0,17500,183177
127236,-16.71953010559,-1.55114603043,123.24794006348,0,17667,183177
127237,-17.02189064026,-1.56102204323,123.24949645996,0,17833,183177
127238,-17.16610336304,-1.56461799145,123.25047302246,0,18000,183177
127239,-17.23750114441,-1.56539905071,123.25105285645,0,18167,183177
127240,-17.25935935974,-1.56487798691,123.25131225586,0,18333,183177
127241,-17.25935935974,-1.56487798691,123.25131225586,0,23333,183177
127242,-17.17872428894,-1.55773198605,123.25084686279,0,23500,183177
127243,-16.96783447266,-1.54442799091,123.25003814697,0,23667,183177
127244,-16.6494140625,-1.52792799473,123.24909210205,0,23833,183177
127245,-16.15997314453,-1.50258505344,123.24788665772,0,24000,183177
127246,-14.73834896088,-1.41761505604,123.24494171143,0,24333,183177
127247,-12.762383461,-1.27596104145,123.24166107178,0,24667,183177
127248,-9.57584667206,-1.05623495579,123.23795318604,0,25067,183177
127249,-3.40430998802,-0.57964199781,123.23239898682,0,25667,183177
127250,0.04976399988,-0.30698901415,123.22942352295,0,26000,183177
127251,1.50439500809,-0.18673999608,123.22812652588,0,26167,183177
127252,2.72452807426,-0.08120000362,123.2269821167,0,26333,183177
127253,3.4892039299,-0.0214130003,123.22633361816,0,26500,183177
127254,3.64198088646,-0.00799600035,123.22618103027,0,26567,183177
127255,3.6831870079,-0.00364000001,123.22612762451,0,26600,183177
127256,3.70977091789,-0.00115400006,123.22611236572,0,26633,183177
127257,3.71967196465,0,123.22608947754,0,26667,183177
127258,3.71967196465,0,123.22608947754,0,27033,183177
127259,3.71967196465,0,122.88907623291,0,27333,183177
127260,3.71967196465,0,121.2783203125,0,27667,183177
127261,3.71967196465,0,118.1130065918,0,28000,183177
127262,3.71967196465,0,107.97662353516,0,28667,183177
127263,3.71967196465,0,66.04898834229,0,30667,183177
127264,3.71967196465,0,35.52608108521,0,32000,183177
127265,3.71967196465,0,21.3699798584,0,32667,183177
127266,3.71967196465,0,15.3017168045,0,33000,183177
127267,3.71967196465,0,10.18959903717,0,33333,183177
127268,3.71967196465,0,5.8573307991,0,33667,183177
127269,3.71967196465,0,2.57781195641,0,34000,183177
